loc_type,ev_type,region,n_killed_a,know_ini,weapon,sc_animosity,anti_gov_sentmnts,pol_desires,n_injurd,duration
2,2,4,0,1,26,FALSE,FALSE,FALSE,0,1
27,4,4,0,1,26,FALSE,FALSE,FALSE,0,1
21,4,4,0,1,27,FALSE,FALSE,FALSE,30000,1
0,1,4,0,1,1,TRUE,FALSE,FALSE,0,1
22,4,4,5,1,1,FALSE,FALSE,FALSE,0,1
2,2,4,0,1,14,TRUE,FALSE,FALSE,0,1
14,1,4,0,1,1,FALSE,FALSE,FALSE,0,1
21,1,4,0,1,1,FALSE,TRUE,TRUE,0,1
27,2,4,2,1,1,FALSE,FALSE,FALSE,0,1
2,2,4,2,1,26,FALSE,FALSE,FALSE,0,1
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
2,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
21,4,4,0,1,1,FALSE,FALSE,FALSE,1,1
11,4,4,0,1,26,FALSE,FALSE,FALSE,0,1
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
27,4,4,3,1,1,FALSE,FALSE,FALSE,0,1
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,4,0,1,1,FALSE,FALSE,FALSE,0,0
2,2,4,0,1,1,FALSE,FALSE,FALSE,0,1
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
15,4,4,0,1,26,FALSE,FALSE,FALSE,0,1
2,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
27,1,4,0,1,1,FALSE,FALSE,FALSE,0,0
27,4,4,0,1,1,FALSE,TRUE,FALSE,0,0
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
9,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
21,5,4,0,1,1,FALSE,TRUE,FALSE,0,1
4,4,4,1,5,26,FALSE,FALSE,FALSE,0,1
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
27,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
25,4,4,0,1,24,FALSE,FALSE,FALSE,0,0
27,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
21,5,4,0,NA,1,FALSE,TRUE,FALSE,0,0
13,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
27,1,4,0,1,1,FALSE,FALSE,FALSE,0,0
27,4,4,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
0,5,4,0,0,1,FALSE,TRUE,TRUE,0,1
2,2,4,6400,0,1,FALSE,FALSE,FALSE,0,1
2,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,4,24,1,1,FALSE,TRUE,FALSE,0,0
0,1,4,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,1
2,4,4,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,1
2,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
0,1,4,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
2,2,4,0,0,10,FALSE,TRUE,FALSE,0,1
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
2,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
2,4,4,0,1,1,FALSE,FALSE,FALSE,0,0
2,5,4,0,1,26,FALSE,TRUE,FALSE,0,1
2,2,4,0,1,26,FALSE,TRUE,TRUE,0,0
22,1,4,0,1,1,FALSE,FALSE,FALSE,0,1
22,1,4,0,1,1,FALSE,FALSE,TRUE,0,1
22,4,4,0,1,1,FALSE,FALSE,TRUE,0,1
22,4,4,0,1,1,FALSE,FALSE,TRUE,0,1
10,2,4,4,1,1,FALSE,FALSE,FALSE,6,0
2,4,4,0,1,13,FALSE,FALSE,FALSE,0,0
27,2,4,0,0,1,FALSE,TRUE,FALSE,0,1
15,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
18,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
18,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,4,0,1,1,FALSE,FALSE,FALSE,0,0
23,2,4,29,1,18,TRUE,FALSE,FALSE,0,1
23,2,4,58,1,18,TRUE,TRUE,FALSE,0,1
2,2,4,0,0,18,FALSE,FALSE,FALSE,0,1
16,4,4,86,5,18,TRUE,FALSE,FALSE,0,1
16,2,4,85,1,18,TRUE,FALSE,FALSE,0,1
15,2,4,85,1,19,TRUE,FALSE,FALSE,0,1
16,2,4,77,0,19,TRUE,FALSE,FALSE,0,0
2,4,4,100,5,18,TRUE,FALSE,FALSE,0,1
16,4,4,86,5,18,TRUE,FALSE,FALSE,0,1
16,2,4,59,5,18,TRUE,FALSE,FALSE,0,0
28,2,4,86,0,18,TRUE,FALSE,FALSE,0,1
16,2,4,58,1,18,TRUE,FALSE,FALSE,0,1
2,2,4,0,0,18,TRUE,FALSE,FALSE,0,1
27,5,4,0,1,14,FALSE,TRUE,FALSE,0,1
27,4,4,1,1,1,FALSE,FALSE,FALSE,0,1
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,1
15,1,4,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
27,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
12,1,4,0,0,1,FALSE,FALSE,FALSE,0,1
2,1,4,0,5,1,FALSE,FALSE,FALSE,0,0
2,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,1
14,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
14,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
0,5,4,0,0,1,FALSE,TRUE,TRUE,0,1
15,4,4,0,1,1,FALSE,FALSE,FALSE,0,0
2,2,4,0,1,26,FALSE,TRUE,TRUE,0,1
2,2,4,0,2,1,FALSE,TRUE,FALSE,0,0
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,0
15,4,4,0,1,1,FALSE,FALSE,FALSE,0,0
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
27,1,4,0,1,1,FALSE,TRUE,FALSE,0,1
4,2,4,0,1,1,FALSE,TRUE,FALSE,0,1
27,1,4,0,1,1,FALSE,TRUE,FALSE,0,1
27,2,4,0,1,1,FALSE,FALSE,TRUE,0,1
2,4,4,0,1,1,FALSE,FALSE,FALSE,0,0
4,4,4,0,1,1,FALSE,FALSE,FALSE,0,0
2,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
21,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
21,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,4,0,1,1,FALSE,TRUE,FALSE,0,1
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
2,5,4,0,1,1,FALSE,TRUE,TRUE,0,1
0,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
27,1,4,1,0,1,FALSE,TRUE,FALSE,0,0
27,1,4,0,1,1,FALSE,FALSE,FALSE,0,1
21,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
27,4,4,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,4,0,1,1,FALSE,TRUE,TRUE,0,1
27,1,4,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,4,0,1,1,FALSE,TRUE,TRUE,0,1
21,1,3,0,1,1,FALSE,TRUE,TRUE,0,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
22,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
8,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
8,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
27,NA,3,0,1,1,TRUE,FALSE,FALSE,0,1
10,1,3,0,1,7,TRUE,FALSE,FALSE,0,0
27,2,3,0,1,1,TRUE,FALSE,FALSE,1,0
10,1,3,0,1,1,TRUE,FALSE,FALSE,0,0
2,2,3,0,5,11,FALSE,TRUE,TRUE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
8,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
8,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
8,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
8,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
8,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
21,4,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
25,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,5,1,FALSE,FALSE,FALSE,0,0
8,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
22,2,3,0,1,26,FALSE,TRUE,TRUE,0,1
22,2,3,0,1,1,TRUE,FALSE,FALSE,0,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
8,NA,3,0,1,1,FALSE,FALSE,FALSE,0,0
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
8,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
7,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
7,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
8,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,2,3,0,1,1,FALSE,FALSE,FALSE,2,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
21,2,3,3,1,1,FALSE,FALSE,TRUE,0,0
2,2,3,0,1,1,FALSE,TRUE,TRUE,0,0
2,4,3,2,1,1,FALSE,FALSE,TRUE,0,0
8,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
21,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
13,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
28,1,3,0,1,1,TRUE,TRUE,FALSE,0,1
2,4,3,0,1,26,FALSE,FALSE,FALSE,0,1
27,1,3,0,1,1,TRUE,FALSE,FALSE,0,1
27,1,3,0,1,1,TRUE,FALSE,FALSE,0,1
27,NA,3,50,1,1,FALSE,FALSE,FALSE,50,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
8,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
2,2,3,0,1,3,TRUE,FALSE,FALSE,0,1
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,2,3,0,1,10,TRUE,FALSE,TRUE,0,1
2,2,3,2,1,1,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
0,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
8,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
16,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
16,4,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
18,2,3,0,1,1,FALSE,TRUE,FALSE,0,0
2,2,3,589,1,14,TRUE,TRUE,TRUE,0,1
2,2,3,0,0,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
18,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
18,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
18,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
2,2,3,0,1,1,TRUE,TRUE,TRUE,0,0
27,1,3,0,1,1,FALSE,FALSE,TRUE,0,1
2,2,3,0,1,1,FALSE,FALSE,FALSE,0,1
9,2,3,0,1,26,TRUE,FALSE,FALSE,8,1
9,2,3,0,5,14,TRUE,FALSE,FALSE,0,0
2,1,3,0,1,1,TRUE,FALSE,FALSE,0,1
2,2,3,0,2,1,TRUE,FALSE,FALSE,0,1
2,2,3,0,2,1,TRUE,FALSE,FALSE,0,0
2,2,3,0,2,1,TRUE,FALSE,FALSE,0,1
2,2,3,0,0,1,TRUE,TRUE,FALSE,0,0
4,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
21,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
13,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,2,3,7,0,1,TRUE,FALSE,FALSE,0,0
2,2,3,0,1,1,TRUE,FALSE,FALSE,0,1
2,2,3,0,1,1,TRUE,FALSE,FALSE,0,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
27,2,3,1,1,1,TRUE,TRUE,TRUE,0,1
2,2,3,0,1,10,TRUE,TRUE,FALSE,2,0
2,4,3,0,1,26,TRUE,FALSE,FALSE,0,0
27,2,3,15,1,1,TRUE,FALSE,FALSE,0,1
0,1,3,0,1,1,TRUE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,TRUE,0,1
27,4,3,13,1,26,TRUE,FALSE,FALSE,0,1
2,4,3,13,1,14,FALSE,FALSE,FALSE,0,1
0,1,3,0,1,1,TRUE,TRUE,TRUE,0,1
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
27,4,3,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,TRUE,0,0
2,2,3,11,1,26,TRUE,FALSE,FALSE,0,0
27,4,3,0,1,1,FALSE,FALSE,TRUE,0,0
9,NA,3,0,1,1,FALSE,FALSE,FALSE,0,1
11,2,3,0,0,1,FALSE,FALSE,FALSE,1,1
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
4,1,3,0,2,26,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
27,4,3,13,1,1,TRUE,FALSE,FALSE,0,1
27,2,3,12,1,18,TRUE,FALSE,FALSE,0,1
2,2,3,1,5,11,TRUE,TRUE,FALSE,0,1
2,2,3,0,0,18,FALSE,FALSE,FALSE,0,0
2,2,3,0,0,15,FALSE,TRUE,FALSE,1,0
2,4,3,14,1,14,FALSE,FALSE,TRUE,0,1
27,4,3,0,1,1,TRUE,FALSE,TRUE,0,0
27,4,3,0,1,1,TRUE,FALSE,FALSE,0,0
2,2,3,13,1,1,TRUE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
2,2,3,2,1,1,FALSE,FALSE,TRUE,0,1
2,2,3,1,0,26,TRUE,FALSE,FALSE,0,0
27,4,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,2,3,1,0,11,FALSE,TRUE,FALSE,0,1
7,2,3,0,1,16,TRUE,FALSE,FALSE,0,0
27,2,3,0,1,18,FALSE,FALSE,TRUE,0,0
27,2,3,0,1,18,FALSE,FALSE,TRUE,0,0
27,2,3,0,1,18,FALSE,FALSE,TRUE,0,0
27,2,3,0,1,18,FALSE,FALSE,TRUE,0,0
27,2,3,0,1,18,FALSE,FALSE,TRUE,0,0
2,2,3,1,1,14,TRUE,FALSE,FALSE,0,0
21,4,3,2,1,14,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
9,2,3,0,1,26,FALSE,FALSE,FALSE,1,1
27,2,3,21,1,18,TRUE,FALSE,FALSE,0,1
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,2,3,1,5,26,FALSE,FALSE,TRUE,2,0
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,TRUE,0,0
27,1,3,0,1,1,TRUE,TRUE,FALSE,0,0
0,1,3,0,1,1,TRUE,TRUE,FALSE,0,0
21,1,3,0,1,1,FALSE,FALSE,TRUE,0,1
2,2,3,0,5,10,FALSE,TRUE,TRUE,1,1
27,2,3,1,1,1,TRUE,TRUE,TRUE,0,1
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
27,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
27,2,3,0,1,1,FALSE,FALSE,TRUE,0,1
9,2,3,0,0,19,FALSE,FALSE,FALSE,1,1
27,1,3,0,1,1,TRUE,TRUE,FALSE,0,1
8,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
27,1,3,0,1,1,FALSE,TRUE,TRUE,0,1
27,2,3,10,0,26,TRUE,FALSE,FALSE,0,0
7,2,3,0,1,10,FALSE,FALSE,TRUE,0,0
7,2,3,1,1,14,FALSE,FALSE,TRUE,9,0
27,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
11,2,3,0,1,18,FALSE,FALSE,TRUE,0,1
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,TRUE,FALSE,FALSE,0,1
2,4,3,1,1,26,TRUE,FALSE,FALSE,0,1
13,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
27,4,3,0,1,1,TRUE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,0
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
27,1,3,0,0,1,FALSE,FALSE,FALSE,0,0
21,1,3,0,0,1,FALSE,FALSE,FALSE,0,0
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
18,2,3,0,1,7,FALSE,TRUE,FALSE,0,0
18,2,3,0,1,7,FALSE,TRUE,FALSE,0,0
18,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
2,4,3,1,5,27,FALSE,FALSE,FALSE,0,1
2,4,3,1,1,9,TRUE,FALSE,FALSE,0,1
2,2,3,1,1,26,TRUE,TRUE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
21,2,3,1,1,18,FALSE,TRUE,TRUE,0,1
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
27,2,3,1,1,26,TRUE,TRUE,TRUE,0,1
6,4,3,1,5,1,FALSE,FALSE,FALSE,0,0
25,2,3,3,5,1,TRUE,TRUE,TRUE,0,0
21,2,3,0,5,1,FALSE,FALSE,FALSE,0,0
21,2,3,0,5,1,FALSE,FALSE,TRUE,0,0
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,4,3,2,1,1,FALSE,FALSE,FALSE,0,1
23,2,3,15,1,1,FALSE,TRUE,TRUE,0,1
2,2,3,2,1,26,TRUE,FALSE,FALSE,0,0
21,4,3,0,1,1,FALSE,FALSE,FALSE,0,0
23,1,3,0,1,1,TRUE,TRUE,FALSE,0,0
23,2,3,0,1,1,TRUE,FALSE,FALSE,0,0
23,4,3,0,1,1,TRUE,FALSE,FALSE,0,0
2,2,3,1,1,1,FALSE,FALSE,FALSE,0,1
2,2,3,1,1,14,FALSE,TRUE,TRUE,0,1
2,1,3,0,1,1,TRUE,TRUE,FALSE,0,0
21,1,3,0,1,1,FALSE,TRUE,TRUE,0,1
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,2,3,5,1,1,FALSE,TRUE,FALSE,0,1
27,2,3,1,5,14,TRUE,FALSE,TRUE,0,1
15,2,3,0,1,18,TRUE,FALSE,FALSE,0,1
21,1,3,0,1,1,TRUE,TRUE,TRUE,0,1
21,1,3,0,1,1,FALSE,TRUE,TRUE,0,1
21,1,3,0,1,1,FALSE,TRUE,TRUE,0,1
1,2,3,0,1,10,TRUE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,TRUE,TRUE,0,1
21,1,3,0,1,1,FALSE,TRUE,TRUE,0,0
9,2,3,0,1,14,TRUE,FALSE,FALSE,1,1
27,1,3,0,1,1,TRUE,FALSE,TRUE,0,0
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,TRUE,TRUE,0,0
21,1,3,0,1,1,FALSE,FALSE,TRUE,0,1
21,1,3,0,1,1,FALSE,FALSE,TRUE,0,1
2,2,3,0,1,26,FALSE,TRUE,FALSE,0,0
21,1,3,0,1,1,TRUE,FALSE,TRUE,0,1
21,1,3,0,1,1,TRUE,TRUE,TRUE,0,1
21,1,3,0,1,1,TRUE,TRUE,TRUE,0,1
21,1,3,1,1,1,TRUE,TRUE,TRUE,0,1
21,1,3,0,1,1,TRUE,TRUE,TRUE,0,1
2,2,3,0,1,7,TRUE,TRUE,TRUE,50,0
21,2,3,0,1,11,FALSE,TRUE,FALSE,0,0
2,1,3,0,1,1,TRUE,FALSE,TRUE,0,0
4,2,3,0,1,12,TRUE,TRUE,FALSE,0,0
21,1,3,0,1,1,TRUE,TRUE,TRUE,0,1
13,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
21,1,3,1,1,1,TRUE,TRUE,TRUE,0,0
21,1,3,0,1,1,FALSE,TRUE,TRUE,0,1
22,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
22,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
21,1,3,0,1,1,FALSE,TRUE,TRUE,0,1
2,2,3,0,1,1,FALSE,FALSE,FALSE,0,0
28,1,3,10,1,1,FALSE,TRUE,TRUE,0,1
13,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,2,3,0,1,1,FALSE,TRUE,FALSE,0,0
2,2,3,0,1,1,FALSE,TRUE,FALSE,0,0
2,2,3,0,1,26,FALSE,FALSE,FALSE,0,1
2,2,3,0,1,26,FALSE,FALSE,FALSE,0,1
2,2,3,1,1,22,FALSE,TRUE,FALSE,0,0
2,1,3,0,1,1,TRUE,FALSE,TRUE,0,0
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
2,2,3,1,5,1,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,2,3,11,1,18,TRUE,TRUE,TRUE,0,1
2,2,3,0,5,1,FALSE,TRUE,FALSE,0,1
27,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
27,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,2,3,17,1,18,FALSE,TRUE,TRUE,0,1
2,2,3,16,1,18,TRUE,TRUE,TRUE,0,1
2,2,3,1,1,1,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
4,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,2,3,0,1,1,TRUE,FALSE,FALSE,1,1
27,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
10,2,3,6,0,11,FALSE,FALSE,FALSE,91,1
15,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
26,1,3,0,1,1,FALSE,FALSE,TRUE,0,0
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,0
2,2,3,1,1,1,FALSE,TRUE,FALSE,0,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
0,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
12,1,3,0,1,1,TRUE,FALSE,FALSE,0,0
21,2,3,0,0,18,FALSE,FALSE,FALSE,0,1
14,2,3,1,0,1,FALSE,FALSE,FALSE,0,0
15,2,3,0,1,18,TRUE,FALSE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
23,2,3,1,1,15,FALSE,TRUE,TRUE,10,0
23,2,3,1,5,14,FALSE,FALSE,FALSE,50,1
23,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
23,4,3,1,1,14,FALSE,FALSE,FALSE,10,0
23,2,3,0,1,26,TRUE,TRUE,FALSE,0,0
2,1,3,0,1,1,FALSE,TRUE,FALSE,0,0
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,4,3,0,1,1,FALSE,FALSE,FALSE,0,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,1,3,0,1,1,TRUE,FALSE,FALSE,0,1
27,1,3,0,1,1,FALSE,TRUE,FALSE,0,1
14,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
8,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
8,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,2,3,1,0,14,FALSE,TRUE,FALSE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
23,2,3,1,5,14,FALSE,TRUE,FALSE,0,1
8,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
11,2,3,0,1,18,FALSE,TRUE,FALSE,30,1
27,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
2,2,3,4,1,10,TRUE,TRUE,TRUE,0,1
2,1,3,0,1,1,FALSE,FALSE,FALSE,0,1
23,4,3,1,1,14,FALSE,FALSE,FALSE,0,1
