"month","week","loc_type","region","weapon","n_killed_a","know_ini","ev_type","sc_animosity","anti_gov_sentmnts","duration"
"7","3","2","3","1",0,"1","1",FALSE,FALSE,"1"
"10","3","13","3","1",0,"1","1",FALSE,FALSE,"1"
"10","3","2","3","1",0,"1","1",FALSE,FALSE,"1"
"12","3","28","3","1",0,"1","1",TRUE,TRUE,"1"
"7","3","2","3","26",0,"1","4",FALSE,FALSE,"1"
"7","3","27","3","1",0,"1","1",TRUE,FALSE,"1"
"7","3","27","3","1",0,"1","1",TRUE,FALSE,"1"
"7","3","27","3","1",50,"1",NA,FALSE,FALSE,"1"
"8","4","27","3","1",0,"1","1",FALSE,FALSE,"1"
"9","3","8","3","1",0,"1","1",FALSE,FALSE,"1"
"2","2","14","3","1",0,"1","1",FALSE,FALSE,"0"
"8","3","2","3","1",0,"1","1",FALSE,TRUE,"1"
"8","3","2","3","3",0,"1","2",TRUE,FALSE,"1"
"8","3","2","3","1",0,"1","4",FALSE,FALSE,"1"
"9","2","2","3","1",0,"1","4",FALSE,FALSE,"0"
"7","3","2","3","10",0,"1","2",TRUE,FALSE,"1"
"10","3","2","3","1",2,"1","2",FALSE,TRUE,"1"
"1","3","2","3","1",0,"1","1",FALSE,FALSE,"0"
"1","3","2","3","1",0,"1","1",FALSE,FALSE,"0"
"6","3","0","3","1",0,"1","1",FALSE,FALSE,"1"
"6","3","8","3","1",0,"1","1",FALSE,TRUE,"1"
"7","1","16","3","1",0,"1","1",FALSE,TRUE,"0"
"7","2","16","3","1",0,"1","4",FALSE,FALSE,"0"
"7","2","2","3","1",0,"1","1",FALSE,FALSE,"0"
"3","2","18","3","1",0,"1","2",FALSE,TRUE,"0"
"9","2","2","3","14",589,"1","2",TRUE,TRUE,"1"
"1","1","2","3","1",0,"0","2",FALSE,FALSE,"1"
"3","4","2","3","1",0,"1","1",FALSE,FALSE,"1"
"4","4","18","3","1",0,"1","1",FALSE,FALSE,"0"
"4","4","18","3","1",0,"1","1",FALSE,TRUE,"0"
"4","4","18","3","1",0,"1","1",FALSE,TRUE,"0"
"4","3","2","3","1",0,"1","2",TRUE,TRUE,"0"
"7","3","27","3","1",0,"1","1",FALSE,FALSE,"1"
"7","3","2","3","1",0,"1","2",FALSE,FALSE,"1"
"8","3","9","3","26",0,"1","2",TRUE,FALSE,"1"
"8","3","9","3","14",0,"5","2",TRUE,FALSE,"0"
"8","3","2","3","1",0,"1","1",TRUE,FALSE,"1"
"8","3","2","3","1",0,"2","2",TRUE,FALSE,"1"
"8","3","2","3","1",0,"2","2",TRUE,FALSE,"0"
"8","3","2","3","1",0,"2","2",TRUE,FALSE,"1"
"8","2","2","3","1",0,"0","2",TRUE,TRUE,"0"
"10","3","4","3","1",0,"1","1",FALSE,FALSE,"0"
"2","3","21","3","1",0,"1","1",FALSE,TRUE,"0"
"3","2","13","3","1",0,"1","1",FALSE,FALSE,"1"
"6","4","2","3","1",7,"0","2",TRUE,FALSE,"0"
"7","3","2","3","1",0,"1","2",TRUE,FALSE,"1"
"7","3","2","3","1",0,"1","2",TRUE,FALSE,"1"
"7","3","27","3","1",0,"1","1",FALSE,FALSE,"0"
"9","1","14","3","1",0,"1","1",FALSE,FALSE,"1"
"2","3","27","3","1",1,"1","2",TRUE,TRUE,"1"
"2","1","2","3","10",0,"1","2",TRUE,TRUE,"0"
"2","1","2","3","26",0,"1","4",TRUE,FALSE,"0"
"7","3","27","3","1",15,"1","2",TRUE,FALSE,"1"
"8","3","0","3","1",0,"1","1",TRUE,TRUE,"1"
"9","3","2","3","1",0,"1","1",FALSE,TRUE,"1"
"1","3","27","3","26",13,"1","4",TRUE,FALSE,"1"
"1","3","2","3","14",13,"1","4",FALSE,FALSE,"1"
"2","3","0","3","1",0,"1","1",TRUE,TRUE,"1"
"3","1","2","3","1",0,"1","4",FALSE,FALSE,"1"
"3","3","27","3","1",0,"1","4",FALSE,TRUE,"1"
"5","3","2","3","1",0,"1","1",FALSE,FALSE,"0"
"5","2","2","3","26",11,"1","2",TRUE,FALSE,"0"
"5","4","27","3","1",0,"1","4",FALSE,FALSE,"0"
"7","3","9","3","1",0,"1",NA,FALSE,FALSE,"1"
"7","3","11","3","1",0,"0","2",FALSE,FALSE,"1"
"7","2","2","3","1",0,"1","4",FALSE,FALSE,"1"
"7","2","2","3","1",0,"1","1",FALSE,FALSE,"1"
"7","2","4","3","26",0,"2","1",FALSE,FALSE,"1"
"7","2","2","3","1",0,"1","1",FALSE,TRUE,"1"
"7","3","27","3","1",13,"1","4",TRUE,FALSE,"1"
"7","3","27","3","18",12,"1","2",TRUE,FALSE,"1"
"7","1","2","3","11",1,"5","2",TRUE,TRUE,"1"
"7","2","2","3","18",0,"0","2",FALSE,FALSE,"0"
"7","2","2","3","15",0,"0","2",FALSE,TRUE,"0"
"7","3","2","3","14",14,"1","4",FALSE,FALSE,"1"
"7","4","27","3","1",0,"1","4",TRUE,FALSE,"0"
"7","4","27","3","1",0,"1","4",TRUE,FALSE,"0"
"7","3","2","3","1",13,"1","2",TRUE,FALSE,"1"
"8","4","2","3","1",0,"1","1",FALSE,TRUE,"1"
"8","4","2","3","1",0,"1","1",FALSE,TRUE,"1"
"8","4","2","3","1",0,"1","1",FALSE,TRUE,"1"
"8","4","2","3","1",0,"1","1",FALSE,TRUE,"1"
"8","4","2","3","1",0,"1","1",FALSE,TRUE,"1"
"8","4","2","3","1",0,"1","1",FALSE,TRUE,"1"
"8","4","2","3","1",0,"1","1",FALSE,TRUE,"1"
"8","2","2","3","1",2,"1","2",FALSE,FALSE,"1"
"8","3","2","3","26",1,"0","2",TRUE,FALSE,"0"
"8","3","27","3","1",0,"1","4",FALSE,FALSE,"0"
"8","3","2","3","1",0,"1","1",FALSE,FALSE,"0"
"9","3","2","3","11",1,"0","2",FALSE,TRUE,"1"
"10","4","7","3","16",0,"1","2",TRUE,FALSE,"0"
"1","4","27","3","18",0,"1","2",FALSE,FALSE,"0"
"1","4","27","3","18",0,"1","2",FALSE,FALSE,"0"
"1","4","27","3","18",0,"1","2",FALSE,FALSE,"0"
"1","4","27","3","18",0,"1","2",FALSE,FALSE,"0"
"1","4","27","3","18",0,"1","2",FALSE,FALSE,"0"
"2","2","2","3","14",1,"1","2",TRUE,FALSE,"0"
"2","3","21","3","14",2,"1","4",FALSE,FALSE,"0"
"3","2","2","3","1",0,"1","1",FALSE,TRUE,"1"
"7","3","9","3","26",0,"1","2",FALSE,FALSE,"1"
"7","3","27","3","18",21,"1","2",TRUE,FALSE,"1"
"7","3","14","3","1",0,"1","1",FALSE,FALSE,"1"
"9","1","2","3","26",1,"5","2",FALSE,FALSE,"0"
"2","2","2","3","1",0,"1","4",FALSE,FALSE,"1"
"5","3","2","3","1",0,"1","1",FALSE,TRUE,"0"
"5","3","27","3","1",0,"1","1",TRUE,TRUE,"0"
"5","3","0","3","1",0,"1","1",TRUE,TRUE,"0"
"5","3","21","3","1",0,"1","1",FALSE,FALSE,"1"
"6","3","2","3","10",0,"5","2",FALSE,TRUE,"1"
"7","3","27","3","1",1,"1","2",TRUE,TRUE,"1"
"7","3","14","3","1",0,"1","1",FALSE,FALSE,"1"
"7","3","2","3","1",0,"1","1",FALSE,TRUE,"1"
"7","3","27","3","1",0,"1","1",FALSE,FALSE,"1"
"9","3","14","3","1",0,"1","1",FALSE,FALSE,"1"
"9","3","14","3","1",0,"1","1",FALSE,FALSE,"1"
"9","3","27","3","1",0,"1","4",FALSE,FALSE,"1"
"3","3","27","3","1",0,"1","2",FALSE,FALSE,"1"
"7","3","9","3","19",0,"0","2",FALSE,FALSE,"1"
"7","3","27","3","1",0,"1","1",TRUE,TRUE,"1"
"8","2","8","3","1",0,"1","1",FALSE,FALSE,"1"
"10","3","27","3","1",0,"1","1",FALSE,TRUE,"1"
"1","1","27","3","26",10,"0","2",TRUE,FALSE,"0"
"3","1","7","3","10",0,"1","2",FALSE,FALSE,"0"
"3","3","7","3","14",1,"1","2",FALSE,FALSE,"0"
"5","2","27","3","1",0,"1","1",FALSE,TRUE,"0"
"7","3","11","3","18",0,"1","2",FALSE,FALSE,"1"
"7","3","14","3","1",0,"1","1",FALSE,FALSE,"1"
"9","2","14","3","1",0,"1","1",FALSE,FALSE,"1"
"9","2","14","3","1",0,"1","1",FALSE,FALSE,"1"
"11","3","2","3","1",0,"1","1",TRUE,FALSE,"1"
"1","3","2","3","26",1,"1","4",TRUE,FALSE,"1"
"1","2","13","3","1",0,"1","1",FALSE,FALSE,"0"
"2","2","27","3","1",0,"1","4",TRUE,FALSE,"1"
"2","3","2","3","1",0,"1","1",FALSE,TRUE,"0"
"3","2","2","3","1",0,"1","4",FALSE,FALSE,"0"
"7","2","14","3","1",0,"1","1",FALSE,FALSE,"0"
"8","4","2","3","1",0,"1","1",FALSE,FALSE,"0"
"11","3","27","3","1",0,"0","1",FALSE,FALSE,"0"
"11","3","21","3","1",0,"0","1",FALSE,FALSE,"0"
"11","3","14","3","1",0,"1","1",FALSE,FALSE,"0"
"3","3","18","3","7",0,"1","2",FALSE,TRUE,"0"
"3","3","18","3","7",0,"1","2",FALSE,TRUE,"0"
"3","3","18","3","1",0,"1","1",FALSE,TRUE,"0"
"7","3","2","3","27",1,"5","4",FALSE,FALSE,"1"
"7","3","2","3","9",1,"1","4",TRUE,FALSE,"1"
"7","3","2","3","26",1,"1","2",TRUE,TRUE,"0"
"1","1","2","3","1",0,"1","1",FALSE,FALSE,"0"
"1","1","2","3","1",0,"1","1",FALSE,FALSE,"0"
"1","2","2","3","1",0,"1","1",FALSE,FALSE,"0"
"3","3","21","3","18",1,"1","2",FALSE,TRUE,"1"
"7","3","2","3","1",0,"1","1",FALSE,TRUE,"1"
"7","3","27","3","26",1,"1","2",TRUE,TRUE,"1"
"7","3","6","3","1",1,"5","4",FALSE,FALSE,"0"
"8","4","25","3","1",3,"5","2",TRUE,TRUE,"0"
"12","3","21","3","1",0,"5","2",FALSE,FALSE,"0"
"12","3","21","3","1",0,"5","2",FALSE,FALSE,"0"
"1","1","27","3","1",0,"1","1",FALSE,FALSE,"0"
"1","1","2","3","1",0,"1","1",FALSE,FALSE,"0"
"2","1","14","3","1",0,"1","1",FALSE,FALSE,"1"
"2","2","2","3","1",0,"1","1",FALSE,FALSE,"1"
"4","3","2","3","1",2,"1","4",FALSE,FALSE,"1"
"5","3","23","3","1",15,"1","2",FALSE,TRUE,"1"
"5","2","2","3","26",2,"1","2",TRUE,FALSE,"0"
"5","2","21","3","1",0,"1","4",FALSE,FALSE,"0"
"5","3","23","3","1",0,"1","1",TRUE,TRUE,"0"
"5","2","23","3","1",0,"1","2",TRUE,FALSE,"0"
"5","2","23","3","1",0,"1","4",TRUE,FALSE,"0"
"7","3","2","3","1",1,"1","2",FALSE,FALSE,"1"
"7","3","2","3","14",1,"1","2",FALSE,TRUE,"1"
"8","1","2","3","1",0,"1","1",TRUE,TRUE,"0"
"8","5","21","3","1",0,"1","1",FALSE,TRUE,"1"
"8","5","2","3","1",0,"1","4",FALSE,FALSE,"1"
"9","4","2","3","1",5,"1","2",FALSE,TRUE,"1"
"10","3","27","3","14",1,"5","2",TRUE,FALSE,"1"
"10","2","15","3","18",0,"1","2",TRUE,FALSE,"1"
"11","3","21","3","1",0,"1","1",TRUE,TRUE,"1"
"11","3","21","3","1",0,"1","1",FALSE,TRUE,"1"
"11","2","21","3","1",0,"1","1",FALSE,TRUE,"1"
"12","1","1","3","10",0,"1","2",TRUE,FALSE,"0"
"12","3","2","3","1",0,"1","1",FALSE,TRUE,"1"
"12","2","21","3","1",0,"1","1",FALSE,TRUE,"0"
"1","3","9","3","14",0,"1","2",TRUE,FALSE,"1"
"2","4","27","3","1",0,"1","1",TRUE,FALSE,"0"
"3","4","27","3","1",0,"1","1",FALSE,FALSE,"0"
"3","2","2","3","1",0,"1","1",FALSE,TRUE,"0"
"4","4","21","3","1",0,"1","1",FALSE,FALSE,"1"
"4","3","21","3","1",0,"1","1",FALSE,FALSE,"1"
"4","3","2","3","26",0,"1","2",FALSE,TRUE,"0"
"4","3","21","3","1",0,"1","1",TRUE,FALSE,"1"
"4","1","21","3","1",0,"1","1",TRUE,TRUE,"1"
"4","1","21","3","1",0,"1","1",TRUE,TRUE,"1"
"4","4","21","3","1",1,"1","1",TRUE,TRUE,"1"
"4","2","21","3","1",0,"1","1",TRUE,TRUE,"1"
"4","2","2","3","7",0,"1","2",TRUE,TRUE,"0"
"4","3","21","3","11",0,"1","2",FALSE,TRUE,"0"
"4","4","2","3","1",0,"1","1",TRUE,FALSE,"0"
"4","3","4","3","12",0,"1","2",TRUE,TRUE,"0"
"4","1","21","3","1",0,"1","1",TRUE,TRUE,"1"
"5","2","13","3","1",0,"1","1",FALSE,FALSE,"0"
"5","3","2","3","1",0,"1","1",FALSE,TRUE,"0"
"5","1","21","3","1",1,"1","1",TRUE,TRUE,"0"
"5","3","21","3","1",0,"1","1",FALSE,TRUE,"1"
"7","3","22","3","1",0,"1","1",FALSE,TRUE,"1"
"7","3","22","3","1",0,"1","1",FALSE,TRUE,"1"
"7","3","21","3","1",0,"1","1",FALSE,TRUE,"1"
"7","2","2","3","1",0,"1","2",FALSE,FALSE,"0"
"7","3","28","3","1",10,"1","1",FALSE,TRUE,"1"
"7","4","13","3","1",0,"1","1",FALSE,FALSE,"0"
"7","2","2","3","1",0,"1","2",FALSE,TRUE,"0"
"7","2","2","3","1",0,"1","2",FALSE,TRUE,"0"
"7","3","2","3","26",0,"1","2",FALSE,FALSE,"1"
"7","3","2","3","26",0,"1","2",FALSE,FALSE,"1"
"9","4","2","3","22",1,"1","2",FALSE,TRUE,"0"
"10","1","2","3","1",0,"1","1",TRUE,FALSE,"0"
"11","4","2","3","1",0,"1","1",FALSE,TRUE,"0"
"6","3","2","3","1",1,"5","2",FALSE,TRUE,"1"
"6","1","2","3","1",0,"1","1",FALSE,FALSE,"1"
"7","4","2","3","18",11,"1","2",TRUE,TRUE,"1"
"7","3","2","3","1",0,"5","2",FALSE,TRUE,"1"
"8","1","27","3","1",0,"1","1",FALSE,TRUE,"1"
"12","4","27","3","1",0,"1","4",FALSE,FALSE,"1"
"12","3","2","3","18",17,"1","2",FALSE,TRUE,"1"
"12","3","2","3","18",16,"1","2",TRUE,TRUE,"1"
"2","3","2","3","1",1,"1","2",FALSE,TRUE,"1"
"2","3","2","3","1",0,"1","1",FALSE,FALSE,"1"
"2","3","4","3","1",0,"1","1",FALSE,FALSE,"1"
"3","3","2","3","1",0,"1","4",FALSE,FALSE,"1"
"4","3","2","3","1",0,"1","2",TRUE,FALSE,"1"
"4","3","27","3","1",0,"1","1",FALSE,TRUE,"1"
"12","3","10","3","11",6,"0","2",FALSE,FALSE,"1"
"1","4","15","3","1",0,"1","1",FALSE,FALSE,"0"
"1","1","2","3","1",0,"1","1",FALSE,FALSE,"0"
"2","4","26","3","1",0,"1","1",FALSE,FALSE,"0"
"2","4","2","3","1",0,"1","1",FALSE,FALSE,"0"
"2","3","2","3","1",1,"1","2",FALSE,TRUE,"1"
"2","2","27","3","1",0,"1","1",FALSE,FALSE,"1"
"2","3","0","3","1",0,"1","1",FALSE,TRUE,"1"
"3","4","12","3","1",0,"1","1",TRUE,FALSE,"0"
"3","1","21","3","18",0,"0","2",FALSE,FALSE,"1"
"3","2","14","3","1",1,"0","2",FALSE,FALSE,"0"
"3","2","15","3","18",0,"1","2",TRUE,FALSE,"1"
"3","2","2","3","1",0,"1","1",FALSE,FALSE,"1"
"3","3","27","3","1",0,"1","1",FALSE,FALSE,"1"
"4","3","23","3","15",1,"1","2",FALSE,TRUE,"0"
"4","3","23","3","14",1,"5","2",FALSE,FALSE,"1"
"4","3","23","3","1",0,"1","1",FALSE,TRUE,"0"
"4","3","23","3","14",1,"1","4",FALSE,FALSE,"0"
"4","4","23","3","26",0,"1","2",TRUE,TRUE,"0"
"5","1","2","3","1",0,"1","1",FALSE,TRUE,"0"
"5","2","2","3","1",0,"1","4",FALSE,FALSE,"1"
"5","2","2","3","1",0,"1","4",FALSE,FALSE,"1"
"6","3","27","3","1",0,"1","1",FALSE,FALSE,"1"
"6","3","2","3","1",0,"1","1",TRUE,FALSE,"1"
"6","1","27","3","1",0,"1","1",FALSE,TRUE,"1"
"6","1","14","3","1",0,"1","1",FALSE,FALSE,"1"
"6","3","8","3","1",0,"1","1",FALSE,FALSE,"1"
"6","3","8","3","1",0,"1","1",FALSE,FALSE,"1"
"7","3","2","3","14",1,"0","2",FALSE,TRUE,"1"
"7","3","2","3","1",0,"1","1",FALSE,FALSE,"1"
"7","3","27","3","1",0,"1","1",FALSE,FALSE,"1"
"7","3","23","3","14",1,"5","2",FALSE,TRUE,"1"
"7","3","8","3","1",0,"1","1",FALSE,FALSE,"1"
"7","3","11","3","18",0,"1","2",FALSE,TRUE,"1"
"7","2","27","3","1",0,"1","1",FALSE,FALSE,"1"
"7","3","2","3","10",4,"1","2",TRUE,TRUE,"1"
"7","3","2","3","1",0,"1","1",FALSE,FALSE,"1"
"7","3","23","3","14",1,"1","4",FALSE,FALSE,"1"
"7","3","23","3","14",1,"1","2",FALSE,TRUE,"1"
"8","4","8","3","1",0,"1","1",FALSE,FALSE,"0"
"8","2","2","3","1",0,"1","1",FALSE,TRUE,"0"
"8","2","2","3","1",0,"1","1",FALSE,TRUE,"0"
"8","2","2","3","1",0,"1","2",TRUE,FALSE,"0"
"8","2","2","3","1",0,"1","1",TRUE,FALSE,"0"
"8","2","14","3","1",0,"2","2",FALSE,FALSE,"0"
"8","3","27","3","1",0,"1","1",TRUE,FALSE,"1"
"10","3","11","3","11",12,"0","2",FALSE,TRUE,"1"
"11","1","2","3","1",0,"1","1",FALSE,TRUE,"0"
"11","1","26","3","1",0,"1","1",FALSE,FALSE,"0"
"11","2","2","3","1",0,NA,"2",TRUE,FALSE,"1"
"11","2","2","3","26",0,"1","2",TRUE,TRUE,"1"
"8","3","2","3","26",0,"1","2",FALSE,TRUE,"1"
"9","3","2","3","26",0,"1","2",FALSE,FALSE,"1"
"9","3","0","3","1",0,"1","1",TRUE,FALSE,"1"
"9","3","0","3","1",0,"1","1",TRUE,FALSE,"1"
"9","3","27","3","1",0,"1","1",FALSE,FALSE,"1"
"9","3","27","3","1",0,"1","1",FALSE,FALSE,"1"
"11","2","2","3","1",0,"1","1",FALSE,TRUE,"0"
"1","4","14","3","1",0,"1","1",FALSE,FALSE,"0"
"2","1","27","3","1",0,"1","1",FALSE,TRUE,"0"
"3","2","27","3","10",0,"1","2",FALSE,FALSE,"1"
"3","3","2","3","26",0,"1","2",TRUE,TRUE,"1"
"3","3","2","3","14",1,"1","4",TRUE,FALSE,"1"
"4","3","13","3","10",0,"1","2",TRUE,FALSE,"1"
"4","3","27","3","1",1,"1","4",TRUE,FALSE,"1"
"4","3","19","3","1",0,"1","1",FALSE,TRUE,"0"
"4","4","27","3","1",0,"1","1",FALSE,TRUE,"0"
"5","1","15","3","18",0,"1","2",FALSE,FALSE,"0"
"6","4","21","3","1",0,"1","1",TRUE,TRUE,"0"
"6","4","21","3","1",0,"1","1",TRUE,TRUE,"0"
"7","4","19","3","14",1,"1","2",FALSE,FALSE,"0"
"7","3","13","3","18",0,"1","2",FALSE,FALSE,"1"
"7","3","22","3","1",0,"1","1",FALSE,TRUE,"1"
"9","3","2","3","26",0,"5","4",FALSE,FALSE,"1"
"2","2","27","3","1",0,"1","1",FALSE,FALSE,"1"
"5","1","21","3","10",0,"1","2",FALSE,TRUE,"0"
"5","1","21","3","1",0,"1","1",FALSE,TRUE,"0"
"7","2","27","3","1",0,"1","4",FALSE,FALSE,"1"
"9","3","2","3","1",0,"1","4",TRUE,FALSE,"1"
"9","1","23","3","1",0,"1","2",FALSE,TRUE,"1"
"11","3","2","3","10",11,"1","2",FALSE,TRUE,"1"
"2","3","5","3","1",1,"1","4",TRUE,FALSE,"0"
"6","1","2","3","26",7,"1","2",TRUE,TRUE,"1"
"7","3","24","3","1",270,"0","2",FALSE,FALSE,"1"
"7","3","24","3","18",0,"1","2",FALSE,FALSE,"1"
"7","3","24","3","18",0,"0","2",FALSE,FALSE,"1"
"7","3","24","3","18",259,"1","4",FALSE,FALSE,"1"
"7","3","24","3","1",1,"1","2",FALSE,FALSE,"1"
"7","3","24","3","10",0,"1","2",FALSE,FALSE,"1"
"7","3","24","3","18",270,"1","4",FALSE,FALSE,"1"
"7","3","24","3","1",3,"1","2",FALSE,FALSE,"1"
"7","3","9","3","18",270,"1","2",FALSE,FALSE,"1"
"7","3","24","3","10",4,"1","2",FALSE,FALSE,"1"
"7","3","2","3","10",270,"5","2",FALSE,FALSE,"1"
"7","3","2","3","18",270,"5","2",FALSE,FALSE,"1"
"7","3","24","3","18",270,"1","4",FALSE,FALSE,"1"
"7","3","24","3","18",270,"1","4",FALSE,FALSE,"1"
"7","3","24","3","18",0,"5","2",FALSE,FALSE,"1"
"7","3","24","3","10",270,"5","4",FALSE,FALSE,"1"
"7","3","24","3","18",270,"1","4",FALSE,FALSE,"1"
"7","3","24","3","18",270,"1","2",FALSE,FALSE,"1"
"7","3","24","3","18",270,"1","2",FALSE,FALSE,"1"
"7","3","24","3","10",270,"5","2",FALSE,FALSE,"1"
"7","3","24","3","10",259,"5","2",TRUE,TRUE,"1"
"7","3","24","3","1",270,"1","2",TRUE,TRUE,"1"
"7","3","24","3","10",270,"5","2",TRUE,TRUE,"1"
"7","3","24","3","1",320,"0","2",FALSE,FALSE,"1"
"7","3","24","3","18",270,"1","2",FALSE,FALSE,"1"
"7","3","24","3","18",270,"5","2",FALSE,FALSE,"1"
"7","3","24","3","18",0,"5","2",FALSE,FALSE,"1"
"7","3","24","3","18",0,"1","2",FALSE,FALSE,"1"
"7","3","24","3","10",170,"1","4",FALSE,FALSE,"1"
"7","3","24","3","10",0,"1","2",FALSE,FALSE,"1"
"7","3","24","3","26",270,"1","4",FALSE,TRUE,"1"
"7","3","24","3","18",207,"5","2",TRUE,FALSE,"1"
"7","3","24","3","18",270,"1","2",TRUE,FALSE,"1"
"7","3","2","3","1",6,"1","4",FALSE,FALSE,"1"
"7","3","24","3","18",0,"5","2",FALSE,FALSE,"1"
"7","3","24","3","1",0,"0","2",FALSE,FALSE,"1"
"7","3","24","3","18",0,"0","2",FALSE,FALSE,"1"
"7","3","24","3","18",270,"1","2",FALSE,FALSE,"1"
"7","3","24","3","18",270,"1","2",FALSE,FALSE,"1"
"7","3","25","3","10",270,"0","2",FALSE,FALSE,"1"
"8","2","27","3","1",8,"1","2",TRUE,FALSE,"1"
"8","2","27","3","1",1,"1","2",TRUE,FALSE,"1"
"8","4","2","3","10",0,"1","2",FALSE,FALSE,"0"
"8","4","2","3","10",0,"1","2",FALSE,FALSE,"0"
"9","2","24","3","10",294,"5","2",FALSE,TRUE,"1"
"12","3","27","3","14",295,"0","2",FALSE,FALSE,"0"
"12","3","24","3","18",270,"0","2",FALSE,FALSE,"1"
"12","3","24","3","1",0,"5","2",FALSE,FALSE,"1"
"12","3","24","3","1",270,"1","2",TRUE,FALSE,"1"
"12","3","24","3","18",4,"0","2",FALSE,FALSE,"1"
"12","3","24","3","10",0,"1","2",FALSE,FALSE,"1"
"12","3","24","3","18",185,"5","2",FALSE,FALSE,"1"
"12","3","24","3","26",270,"0","2",FALSE,FALSE,"1"
"12","3","24","3","18",259,"0","2",FALSE,FALSE,"0"
"12","2","24","3","10",0,"5","2",TRUE,FALSE,"1"
"12","3","24","3","18",270,"1","2",FALSE,FALSE,"1"
"12","3","24","3","10",136,"5","2",FALSE,FALSE,"1"
"12","3","24","3","1",270,"5","2",FALSE,TRUE,"1"
"12","3","2","3","10",50,"1","2",FALSE,FALSE,"1"
"12","4","2","3","18",270,"0","2",FALSE,TRUE,"0"
"12","3","24","3","10",259,"5","2",FALSE,FALSE,"1"
"12","3","24","3","18",3,"1","2",FALSE,FALSE,"0"
"1","2","24","3","1",0,"5","4",FALSE,FALSE,"1"
"2","2","2","3","1",0,"1","1",FALSE,FALSE,"1"
"7","3","24","3","18",0,"0","2",FALSE,FALSE,"1"
"7","3","2","3","1",1,"2","2",TRUE,FALSE,"1"
"3","2","2","3","1",0,"1","1",FALSE,TRUE,"0"
"7","3","27","3","1",1,"1","4",TRUE,FALSE,"1"
"8","3","27","3","10",1,"1","2",FALSE,TRUE,"0"
"10","2","27","3","1",0,"1","1",FALSE,TRUE,"0"
"1","2","2","3","1",0,"1","4",FALSE,FALSE,"1"
"1","2","2","3","1",0,"1","4",TRUE,FALSE,"1"
"7","3","2","3","1",0,"1","4",TRUE,FALSE,"1"
"7","3","2","3","1",0,"1","1",TRUE,FALSE,"1"
"7","3","2","3","10",3,"1","2",TRUE,FALSE,"1"
"7","4","2","3","18",15,"5","2",TRUE,FALSE,"0"
"7","2","2","3","1",0,"1","1",TRUE,FALSE,"0"
"2","3","8","3","19",2,"1","2",FALSE,FALSE,"1"
"2","3","2","3","18",1,"1","2",FALSE,FALSE,"1"
"2","3","2","3","10",2,"5","2",FALSE,FALSE,"1"
"2","3","2","3","19",0,"1","2",TRUE,FALSE,"1"
"2","3","28","3","10",2,"0","2",FALSE,FALSE,"1"
"4","3","6","3","10",0,"1","2",FALSE,FALSE,"1"
"6","3","2","3","19",0,"1","2",FALSE,FALSE,"1"
"7","3","2","3","1",0,"1","2",TRUE,FALSE,"1"
"7","3","2","3","1",0,"1","2",TRUE,FALSE,"1"
"7","3","2","3","1",0,"1","2",TRUE,FALSE,"1"
"7","3","2","3","1",0,"1","2",TRUE,FALSE,"1"
"7","3","27","3","18",0,"1","2",FALSE,FALSE,"1"
"7","3","2","3","1",0,"1","2",FALSE,FALSE,"1"
"7","3","2","3","1",0,"2","2",TRUE,FALSE,"1"
"7","3","2","3","1",0,"1","1",TRUE,TRUE,"1"
"7","3","2","3","1",0,"1","1",TRUE,TRUE,"1"
"7","2","2","3","12",0,"1","2",TRUE,TRUE,"0"
"8","3","27","3","1",0,"1","1",TRUE,FALSE,"0"
"2","3","27","3","18",0,"1","2",TRUE,FALSE,"1"
"4","3","7","3","10",0,"1","2",FALSE,FALSE,"1"
"7","3","27","3","3",1,"1","2",TRUE,FALSE,"1"
"7","3","2","3","14",2,"1","2",TRUE,FALSE,"0"
"7","3","21","3","1",1,"1","2",FALSE,FALSE,"1"
"12","3","21","3","26",1,"1","2",TRUE,FALSE,"1"
"6","4","2","3","1",0,"1","4",TRUE,FALSE,"0"
"7","1","16","3","12",0,"0","2",TRUE,FALSE,"1"
"7","3","2","3","10",29,"1","2",TRUE,FALSE,"1"
"7","1","2","3","1",0,"1","4",TRUE,FALSE,"0"
"7","1","2","3","26",0,"1","2",TRUE,TRUE,"0"
"7","3","2","3","19",29,"1","2",FALSE,TRUE,"1"
"7","3","2","3","10",29,"1","2",TRUE,FALSE,"1"
"7","3","21","3","1",0,"1","1",FALSE,TRUE,"0"
"7","3","21","3","1",0,"1","2",FALSE,TRUE,"0"
"7","3","27","3","1",0,"1","4",FALSE,FALSE,"1"
"7","3","2","3","19",29,"5","2",FALSE,FALSE,"1"
"8","3","2","3","10",12,"1","2",TRUE,FALSE,"1"
"8","3","2","3","18",29,"1","2",TRUE,FALSE,"1"
"9","3","2","3","19",29,"1","2",FALSE,FALSE,"1"
"2","4","2","3","26",0,"1","2",FALSE,FALSE,"0"
"2","2","2","3","1",0,"1","1",TRUE,FALSE,"1"
"2","2","23","3","1",0,"1","1",TRUE,FALSE,"1"
"3","3","27","3","1",0,"1","2",TRUE,FALSE,"0"
"3","3","27","3","26",1,"1","2",TRUE,FALSE,"0"
"3","3","2","3","1",0,"1","1",TRUE,FALSE,"0"
"3","2","2","3","1",0,"1","1",FALSE,FALSE,"1"
"4","4","2","3","18",0,"5","2",TRUE,FALSE,"0"
